gps_segment_id,gtfs_trip_id,rms_schedule_error,vehicle_id,route_name,vehicle_type,service_id,direction_id,stop_lat,stop_lon,stop_id,stop_sequence,scheduled_arrival_time,scheduled_departure_time,actual_arrival_time,lateness,sched_trip_start_time,trip_length,sched_trip_duration,stop_number,stop_distance
2,2919269,674.7237646,8138,016AX,Bus,1,1,37.750927,-122.507509,5828,1,29400,29400,,,29400,13398.36795,2100,0,0
2,2919269,674.7237646,8138,016AX,Bus,1,1,37.752783,-122.506364,3605,2,29400,29400,,,29400,13398.36795,2100,1,241.4982391
2,2919269,674.7237646,8138,016AX,Bus,1,1,37.752891,-122.505574,5762,3,29460,29460,,,29400,13398.36795,2100,2,330.1228873
2,2919269,674.7237646,8138,016AX,Bus,1,1,37.752936,-122.504451,5760,4,29460,29460,,,29400,13398.36795,2100,3,455.0540955
2,2919269,674.7237646,8138,016AX,Bus,1,1,37.753026,-122.502309,5758,5,29520,29520,,,29400,13398.36795,2100,4,693.3646871
2,2919269,674.7237646,8138,016AX,Bus,1,1,37.753125,-122.500166,5756,6,29520,29520,29524,4,29400,13398.36795,2100,5,931.828749
2,2919269,674.7237646,8138,016AX,Bus,1,1,37.753215,-122.498012,5754,7,29580,29580,29556,-24,29400,13398.36795,2100,6,1171.469666
2,2919269,674.7237646,8138,016AX,Bus,1,1,37.753332,-122.495422,5765,8,29640,29640,,,29400,13398.36795,2100,7,1459.657651
2,2919269,674.7237646,8138,016AX,Bus,1,1,37.755162,-122.495263,6538,9,29640,29640,29626,-14,29400,13398.36795,2100,8,1662.785023
